課程名稱,課程時數,課程訂價,課程售價,早鳥價格,開課時間,課程狀態,課程期數,上課地點,課程講師,合作單位,課程分類,線上課程,實體課程
中日逐步口譯培訓班,3600,28000 ,28000 ,26600,2019/10/26,尚有名額, ,忠孝,林炳奇, ,國際語文,0,1
Good Life英語練習X手作體驗,180,800 ,800 ,800,2019/10/27,各分館地圖資訊, ,忠孝,n, ,國際語文,0,1
日本語教師養成班,3240,25000 ,25000 ,18750,2019/10/27,尚有名額, ,忠孝,資深師資群 , ,國際語文,0,1
中日筆譯培訓班,3600,28000 ,28000 ,26600,2019/10/27,尚有名額, ,忠孝,黃怡筠 , ,國際語文,0,1
韓語中級班K5,2160,6800 ,6800 ,6460,2019/10/27,尚有名額, ,忠孝,韓籍專業師資-李真雅 老師, ,國際語文,0,1
日檢N2考前衝刺班,1200,3500 ,3500 ,3325,2019/10/29,尚有名額, ,忠孝,虞安壽美 老師 , ,國際語文,0,1
英文會話班Level A,2400,6500 ,6500 ,6175,2019/10/29,尚有名額, ,忠孝,※ILI國際語文中心超強師資群, ,國際語文,0,1
英文會話班Level G,2400,7500 ,7500 ,7125,2019/10/30,尚有名額, ,忠孝,Sarah Yin 老師, ,國際語文,0,1
韓語初級班K1 ,1800,5400 ,5400 ,5130,2019/10/30,尚有名額, ,忠孝,韓籍專業教師-李真雅老師, ,國際語文,0,1
英文會話班Level G,2400,7500 ,7500 ,7125,2019/10/30,尚有名額, ,忠孝,Heather老師, ,國際語文,0,1
法語入門F2 ,1800,5400 ,5400 ,5130,2019/10/30,尚有名額, ,忠孝,黃詩韋 老師, ,國際語文,0,1
英文會話班Level D,2400,6500 ,6500 ,6175,2019/10/31,尚有名額, ,忠孝,Heather老師, ,國際語文,0,1
英文會話班Level E,2400,7500 ,7500 ,7125,2019/11/01,尚有名額, ,忠孝,JJ, ,國際語文,0,1
零基礎英文一,2400,6500 ,6500 ,6500,2019/11/01,尚有名額, ,忠孝,※ILI國際語文中心超強師資群, ,國際語文,0,1
廣東話入門C3,1200,4500 ,4500 ,4275,2019/11/01,尚有名額, ,忠孝,吳庭葳 老師, ,國際語文,0,1
活用日語-聽力篇,1800,5600 ,5600 ,5320,2019/11/02,尚有名額, ,忠孝,郭欣怡 老師, ,國際語文,0,1
TOEIC多益週末班,1440,6800 ,6800 ,6800,2019/11/03,尚有名額, ,忠孝,Jenny, ,國際語文,0,1
商務英文綜合班 初級,2100,6500 ,6500 ,6175,2019/11/05,尚有名額, ,忠孝,JJ 老師, ,國際語文,0,1
英文會話班Level C ,2400,6500 ,6500 ,6175,2019/11/06,尚有名額, ,忠孝,Lynnie, ,國際語文,0,1
廣東話入門C2,1200,4500 ,4500 ,4275,2019/11/07,尚有名額, ,忠孝,陳穎怡 老師, ,國際語文,0,1
西語入門E2 ,1800,5400 ,5400 ,5130,2019/11/07,尚有名額, ,忠孝,曾容甄(Cristina) 老師, ,國際語文,0,1
西語進階E5 ,1800,5600 ,5600 ,5320,2019/11/08,尚有名額, ,忠孝,歐宇哲(Victor Holgado) 老師, ,國際語文,0,1
實用生活英語週末班,2400,6500 ,6500 ,6175,2019/11/09,尚有名額, ,忠孝,RowLin, ,國際語文,0,1
西語入門E2 ,1800,5400 ,5400 ,5130,2019/11/10,尚有名額, ,忠孝,武岳(Uriel) 老師, ,國際語文,0,1
德語入門G2 ,1800,5400 ,5400 ,5130,2019/11/12,尚有名額, ,忠孝,陳美鳳 老師, ,國際語文,0,1
英文會話班Level E,2400,7500 ,7500 ,7125,2019/11/13,尚有名額, ,忠孝,JJ, ,國際語文,0,1
西語入門E3 ,1800,5400 ,5400 ,5130,2019/11/13,尚有名額, ,忠孝,池德基(Martin) 老師, ,國際語文,0,1
廣東話主題討論,1200,4500 ,4500 ,4275,2019/11/14,尚有名額, ,忠孝,吳庭葳 老師, ,國際語文,0,1
英文會話班Level A,2400,6500 ,6500 ,6175,2019/11/16,尚有名額, ,忠孝, ※ILI國際語文中心超強師資群, ,國際語文,0,1
青少年德語密集班,1800,4500 ,4500 ,4500,2019/11/17,課程停招各分館地圖資訊, ,忠孝,由本校資深德語教師親自授課, ,國際語文,0,1
青少年德語密集班,1800,4500 ,4500 ,4500,2019/11/17,課程停招各分館地圖資訊, ,忠孝,由本校資深德語教師親自授課, ,國際語文,0,1
日語五十音入門班,900,2000 ,2000 ,1500,2019/11/18,尚有名額, ,忠孝,張嘉真 老師, ,國際語文,0,1
英文會話班Level E,2400,7500 ,7500 ,7125,2019/11/21,尚有名額, ,忠孝,Brian, ,國際語文,0,1
英文會話班Level D,2400,6500 ,6500 ,6175,2019/11/21,尚有名額, ,忠孝,JJ 老師, ,國際語文,0,1
英文會話班Level C ,2400,6500 ,6500 ,6175,2019/11/23,尚有名額, ,忠孝,Sarah Chen老師 , ,國際語文,0,1
英文文法必勝班,1200,6000 ,6000 ,5700,2019/11/23,尚有名額, ,忠孝,※ILI國際語文中心超強師資群, ,國際語文,0,1
TOEIC多益解題講座,120,650 ,650 ,250,2019/11/23,尚有名額, ,忠孝,Jenny, ,國際語文,0,1
TOEIC多益週末班,1440,6800 ,6800 ,6800,2019/11/24,尚有名額, ,忠孝,※ILI國際語文中心多益超強師資群, ,國際語文,0,1
青少年德語密集班,1800,4500 ,4500 ,4500,2019/11/24,課程停招各分館地圖資訊, ,忠孝,由本校資深德語教師親自授課, ,國際語文,0,1
英文會話班Level B,2400,6500 ,6500 ,6175,2019/11/26,尚有名額, ,忠孝,Wilma老師 , ,國際語文,0,1
韓語初級班K3,2160,6500 ,6500 ,6175,2019/11/26,報名未開始各分館地圖資訊, ,忠孝,文化大學推廣部中韓籍專業教師, ,國際語文,0,1
廣東話中級C7,1200,4500 ,4500 ,4275,2019/11/27,各分館地圖資訊, ,忠孝,吳庭葳 老師, ,國際語文,0,1
英文會話班Level D,2400,6500 ,6500 ,6175,2019/12/02,尚有名額, ,忠孝,Christina老師, ,國際語文,0,1
英文會話班Level A,2400,6500 ,6500 ,6175,2019/12/07,尚有名額, ,忠孝,Will老師, ,國際語文,0,1
開口說日語《初中級4》,3000,7800 ,7800 ,7410,2019/12/11,尚有名額, ,忠孝,虞安壽美 老師, ,國際語文,0,1
德語中高級G12 ,1800,6000 ,6000 ,5700,2019/12/13,臨櫃報名, ,忠孝,Emma卞 老師, ,國際語文,0,1
活用日語-文法篇,1800,5600 ,5600 ,5320,2019/12/14,尚有名額, ,忠孝,林佳鵲 老師, ,國際語文,0,1
英語商務秘書暨特助培訓班,2100,6500 ,6500 ,6175,2019/12/14,尚有名額, ,忠孝,Emilia老師, ,國際語文,0,1
零基礎英文二,2400,6500 ,6500 ,6500,2019/12/17,尚有名額, ,忠孝,Alex, ,國際語文,0,1
英文會話班Level D,2400,6500 ,6500 ,6175,2019/12/21,尚有名額, ,忠孝,RowLin老師, ,國際語文,0,1
英文會話班Level A,2400,6500 ,6500 ,6175,2020/01/04,尚有名額, ,忠孝,Sarah Chen, ,國際語文,0,1
英文會話班Level B,2400,6500 ,6500 ,6175,2020/01/13,尚有名額, ,忠孝,Cezeil, ,國際語文,0,1
青少年德語密集班,1800,4500 ,4500 ,4500,2020/02/09,課程停招各分館地圖資訊, ,忠孝,由本校資深德語教師親自授課, ,國際語文,0,1
青少年德語密集班,1800,4500 ,4500 ,4500,2020/04/26,課程停招各分館地圖資訊, ,忠孝,由本校資深德語教師親自授課, ,國際語文,0,1
英文會話班Level C ,2400,6500 ,6500 ,6175,2019/08/27,尚有名額, ,延平,Sarah Chen, ,國際語文,0,1
日文進階J4班,3000,6800 ,6800 ,6460,2019/09/18,尚有名額, ,延平,小田早苗 老師, ,國際語文,0,1
英文會話班Level A,2400,6500 ,6500 ,6175,2019/09/18,尚有名額, ,延平,Will 老師, ,國際語文,0,1
日文進階J6班,3000,6800 ,6800 ,6460,2019/09/21,尚有名額, ,延平,小田早苗 老師, ,國際語文,0,1
德語入門G1,1800,5400 ,5400 ,3600,2019/09/26,尚有名額, ,延平,陳美鳳 老師, ,國際語文,0,1
日語中級會話班,1800,5600 ,5600 ,5320,2019/09/28,尚有名額, ,延平,小田早苗 老師, ,國際語文,0,1
零基礎英文一,2400,6500 ,6500 ,6175,2019/10/02,尚有名額, ,延平,※ILI國際語文中心超強師資群, ,國際語文,0,1
零基礎英文一,2400,6500 ,6500 ,6500,2019/10/02,尚有名額, ,延平,※ILI國際語文中心超強師資群, ,國際語文,0,1
零基礎英文一,2400,6500 ,6500 ,6500,2019/10/07,尚有名額, ,延平,※ILI國際語文中心超強師資群, ,國際語文,0,1
英文會話班Level C ,2400,6500 ,6500 ,6175,2019/10/08,尚有名額, ,延平, ※ILI國際語文中心超強師資群, ,國際語文,0,1
韓語免費體驗講座,60,0,0,0,2019/10/15,尚有名額, ,延平,韓籍專業師資-呂智源 老師, ,國際語文,0,1
越南語入門V1,1200,4500 ,4500 ,3600,2019/10/15,尚有名額, ,延平,黃美滿 老師, ,國際語文,0,1
英文文法必勝班,1200,6000 ,6000 ,5700,2019/10/16,尚有名額, ,延平,※ILI國際語文中心超強師資群, ,國際語文,0,1
西語入門E1 ,1800,5400 ,5400 ,3600,2019/10/16,尚有名額, ,延平,曾容甄(Cristina) 老師, ,國際語文,0,1
英文會話班Level C ,2400,6500 ,6500 ,6175,2019/10/16,尚有名額, ,延平,※ILI國際語文中心超強師資群, ,國際語文,0,1
長春-生活美語聽力會話班 ,1500,3600 ,3600 ,3600,2019/10/17,尚有名額, ,延平,楊莉莉, ,國際語文,0,1
韓語全方位加強班 ,1800,6000 ,6000 ,5700,2019/10/17,尚有名額, ,延平,韓籍專業師資-Grace老師, ,國際語文,0,1
英文會話班Level C ,2400,6500 ,6500 ,6175,2019/10/19,尚有名額, ,延平,Judy, ,國際語文,0,1
TCSL全方位華語文為第二外語教學培訓班,6120,21000 ,21000 ,19950,2019/10/19,尚有名額, ,延平,本中心特約資深華語文教學教師, ,國際語文,0,1
日文進階J5班,3000,6800 ,6800 ,6460,2019/10/19,尚有名額, ,延平,游翔皓 老師, ,國際語文,0,1
零基礎英文一,2400,6500 ,6500 ,6175,2019/10/20,尚有名額, ,延平,※ILI國際語文中心超強師資群, ,國際語文,0,1
英文文法必勝班,1200,6000 ,6000 ,6000,2019/10/20,尚有名額, ,延平,1, ,國際語文,0,1
英文會話班Level A,2400,6500 ,6500 ,6175,2019/10/21,尚有名額, ,延平,Sheena, ,國際語文,0,1
日文進階J5班,3000,6800 ,6800 ,6460,2019/10/22,尚有名額, ,延平,呂秀芬 老師, ,國際語文,0,1
日文進階J5班,3000,6800 ,6800 ,6460,2019/10/22,尚有名額, ,延平,呂秀芬 老師, ,國際語文,0,1
看小說學日文,2400,8600 ,8600 ,8170,2019/10/23,臨櫃報名, ,延平,藤本紀子 老師, ,國際語文,0,1
零基礎英文一,2400,6500 ,6500 ,6175,2019/11/02,尚有名額, ,延平,Sarah Chen, ,國際語文,0,1
零基礎英文一,2400,6500 ,6500 ,6500,2019/11/05,尚有名額, ,延平,※ILI國際語文中心超強師資群, ,國際語文,0,1
長春-生活美語聽力會話班 ,1500,3600 ,3600 ,3600,2019/12/26,尚有名額, ,延平,楊莉莉, ,國際語文,0,1
英文會話班Level A,2400,6500 ,6500 ,6175,2020/01/03,尚有名額, ,延平,※ILI國際語文中心超強師資群, ,國際語文,0,1
廣東話基礎班,1800,4500 ,4500 ,4500,2019/07/29,上課中，已停止招生各分館地圖資訊, ,台中,曾凱源, ,國際語文,0,1
廣東話入門班,1080,3000 ,3000 ,3000,2019/08/17,尚有名額, ,台中,曾凱源, ,國際語文,0,1
日文基礎班,1800,4500 ,4500 ,4500,2019/08/22,上課中，已停止招生各分館地圖資訊, ,台中,宋老師, ,國際語文,0,1
廣東話基礎班,1800,4500 ,4500 ,4500,2019/08/28,尚有名額, ,台中,曾凱源, ,國際語文,0,1
緬甸語入門班,1080,3000 ,3000 ,3000,2019/09/16,課程停招各分館地圖資訊, ,台中,, ,國際語文,0,1
輕輕鬆鬆自由行,1200,3800 ,3800 ,3800,2019/09/18,課程停招各分館地圖資訊, ,台中,, ,國際語文,0,1
越語入門班,1080,3000 ,3000 ,3000,2019/09/23,尚有名額, ,台中,陳紅鸞, ,國際語文,0,1
打通你的任督二脈,1080,3200 ,3200 ,3200,2019/09/24,尚有名額, ,台中,林育芹, ,國際語文,0,1
法語入門班,1080,3000 ,3000 ,3000,2019/09/25,尚有名額, ,台中,林長杰, ,國際語文,0,1
英語自然發音訓練班,1080,3000 ,3000 ,2850,2019/09/27,尚有名額, ,台中,, ,國際語文,0,1
西班牙語基礎班,1800,4500 ,4500 ,4275,2019/09/28,尚有名額, ,台中,, ,國際語文,0,1
商用英文書信寫作技巧,1200,5000 ,5000 ,5000,2019/09/29,尚有名額, ,台中,林育芹, ,國際語文,0,1
韓語入門班 ,1080,3000 ,3000 ,2850,2019/09/29,尚有名額, ,台中,林小文, ,國際語文,0,1
西班牙語入門班,1080,3000 ,3000 ,3000,2019/10/01,尚有名額, ,台中,, ,國際語文,0,1
輕鬆學好五十音,1080,3000 ,3000 ,2850,2019/10/02,尚有名額, ,台中,, ,國際語文,0,1
商務英文簡報技巧,1200,5000 ,5000 ,4750,2019/10/04,尚有名額, ,台中,林育芹, ,國際語文,0,1
英文會話基礎班,1080,3200 ,3200 ,3040,2019/10/08,尚有名額, ,台中,, ,國際語文,0,1
韓語基礎班,1800,4500 ,4500 ,4500,2019/10/09,尚有名額, ,台中,本部特聘專業師資, ,國際語文,0,1
歡樂ABC，輕鬆學英語,720,2200 ,2200 ,1980,2019/10/14,尚有名額, ,台中,林育芹, ,國際語文,0,1
全方位日語加強班,1200,3600 ,3600 ,3420,2019/10/15,尚有名額, ,台中,宋老師, ,國際語文,0,1
全方位日語加強班,1200,3600 ,3600 ,3420,2019/10/16,尚有名額, ,台中,宋老師, ,國際語文,0,1
越語基礎班,1800,4500 ,4500 ,4275,2019/10/18,尚有名額, ,台中,, ,國際語文,0,1
中英文逐步口譯培訓,2160,15000 ,15000 ,13500,2019/10/20,尚有名額, ,台中,周佳欣, ,國際語文,0,1
中英文筆譯培訓,2160,15000 ,15000 ,13500,2019/10/20,尚有名額, ,台中,周佳欣, ,國際語文,0,1
馬來語入門班,1080,3000 ,3000 ,2850,2019/10/29,尚有名額, ,台中,劉月容, ,國際語文,0,1
開口說英文真簡單,720,2200 ,2200 ,1980,2019/10/31,尚有名額, ,台中,林育芹, ,國際語文,0,1
廣東話入門班,1080,3000 ,3000 ,2850,2019/11/05,尚有名額, ,台中,曾凱源, ,國際語文,0,1
兒童桌遊多元智能師資培訓,1080,6480 ,6480 ,6156,2019/11/24,尚有名額, ,台中,JOY+楊文香老師, ,國際語文,0,1
英文會話基礎班(LevelA),1200,3200 ,3200 ,3200,2019/09/16,尚有名額, ,高雄,中國文化大學推廣部專業英文講師, ,國際語文,0,1
韓語中級1 ,1200,3200 ,3200 ,3200,2019/09/16,課程停招各分館地圖資訊, ,高雄,黃怡珍, ,國際語文,0,1
印尼語入門班,1200,3600 ,3600 ,3600,2019/09/16,上課中，已停止招生各分館地圖資訊, ,高雄,倪華緣, ,國際語文,0,1
TOEIC多益英文高階班,1200,3200 ,3200 ,3200,2019/09/17,尚有名額, ,高雄,Jasmine Huang, ,國際語文,0,1
日文基礎班,1800,4500 ,4500 ,4275,2019/09/18,課程停招各分館地圖資訊, ,高雄,許淑貞, ,國際語文,0,1
韓語入門班,1500,3200 ,3200 ,3040,2019/09/20,課程停招各分館地圖資訊, ,高雄,唐修婷, ,國際語文,0,1
廣東話入門C6,1200,3200 ,3200 ,2880,2019/09/23,尚有名額, ,高雄,, ,國際語文,0,1
義大利文進階I3,1200,3900 ,3900 ,3900,2019/09/24,尚有名額, ,高雄,郎佑皇, ,國際語文,0,1
廣東話入門C2,1200,3200 ,3200 ,2880,2019/09/24,尚有名額, ,高雄,, ,國際語文,0,1
法語入門班,1200,3900 ,3900 ,3900,2019/09/25,尚有名額, ,高雄,Claudine, ,國際語文,0,1
日文中級會話,1800,4500 ,4500 ,4500,2019/09/26,尚有名額, ,高雄,簡智美, ,國際語文,0,1
越語進階V1,1200,3600 ,3600 ,3600,2019/09/26,尚有名額, ,高雄,Lannie, ,國際語文,0,1
日文進階J1班,1800,4500 ,4500 ,4050,2019/10/01,尚有名額, ,高雄,簡智美, ,國際語文,0,1
韓語進階K1,1200,3200 ,3200 ,2880,2019/10/02,尚有名額, ,高雄,洪廷和, ,國際語文,0,1
出國旅遊溜英語,120,0,0,0,2019/10/02,尚有名額, ,高雄,金建寧, ,國際語文,0,1
泰有趣-泰國文字與文化(泰語初級),1440,4000 ,4000 ,3800,2019/10/02,尚有名額, ,高雄,洪銘謙, ,國際語文,0,1
廣東話入門C1,1200,3200 ,3200 ,3040,2019/10/03,尚有名額, ,高雄,, ,國際語文,0,1
TOEIC多益英文進階班,1200,3200 ,3200 ,3040,2019/10/03,尚有名額, ,高雄,Jasmine Huang, ,國際語文,0,1
英文基礎文法班~閱讀故事學文法,1200,3200 ,3200 ,2880,2019/10/07,尚有名額, ,高雄,顏正裕老師, ,國際語文,0,1
韓語入門班,1500,3200 ,3200 ,2880,2019/10/17,尚有名額, ,高雄,洪廷和, ,國際語文,0,1
韓語初級1,1200,3200 ,3200 ,2880,2019/10/17,尚有名額, ,高雄,邱淑怡, ,國際語文,0,1
越南語入門,1200,3600 ,3600 ,3240,2019/10/18,尚有名額, ,高雄,蘭妮老師, ,國際語文,0,1
中英文逐步口譯,2160,15000 ,15000 ,12750,2019/10/19,尚有名額, ,高雄,周佳欣, ,國際語文,0,1
中英文筆譯,2160,15000 ,15000 ,12750,2019/10/19,尚有名額, ,高雄,周佳欣, ,國際語文,0,1
日文基礎班,1800,4500 ,4500 ,4050,2019/10/22,尚有名額, ,高雄,李羿箴, ,國際語文,0,1
出國旅遊溜英語,1200,3200 ,3200 ,2880,2019/10/23,尚有名額, ,高雄,金建寧, ,國際語文,0,1
英文會話高階班(Level H),120,0,0,0,2019/10/23,尚有名額, ,高雄,Jasmine Huang, ,國際語文,0,1
印尼語基礎班 ,1200,3600 ,3600 ,3240,2019/10/28,尚有名額, ,高雄,倪華緣, ,國際語文,0,1
英文會話基礎班(Level B) ,120,0,0,0,2019/11/04,尚有名額, ,高雄,中國文化大學推廣部專業英文講師, ,國際語文,0,1
中日口筆譯培訓免費課程說明會,120,0,0,0,2019/11/10,尚有名額, ,高雄,簡智美, ,國際語文,0,1
日文進階J4班,1800,4500 ,4500 ,4050,2019/11/11,尚有名額, ,高雄,簡智美, ,國際語文,0,1
韓語入門班,1500,3200 ,3200 ,2880,2019/11/19,尚有名額, ,高雄,洪廷和, ,國際語文,0,1
義大利語入門班,1500,3900 ,3900 ,3510,2019/11/21,尚有名額, ,高雄,郎佑皇, ,國際語文,0,1
日文基礎班,1800,4500 ,4500 ,4050,2019/11/22,尚有名額, ,高雄,簡智美, ,國際語文,0,1
中日筆譯培訓班,2160,15000 ,15000 ,12750,2019/11/24,尚有名額, ,高雄,簡智美, ,國際語文,0,1
中日逐步口譯培訓班,2160,15000 ,15000 ,12750,2019/11/24,尚有名額, ,高雄,簡智美老師, ,國際語文,0,1
英文會話基礎班(Level B) ,1200,3200 ,3200 ,2880,2019/11/25,尚有名額, ,高雄,中國文化大學推廣部專業英文講師, ,國際語文,0,1
秘書&特助英文研習,1200,3200 ,3200 ,2880,2019/12/20,尚有名額, ,高雄,中國文化大學推廣部專業英文講師, ,國際語文,0,1
To the Point：會話課,960,4000 ,4000 ,4000,2019/08/26,臨櫃報名, ,建國,資深華語老師, ,華語學苑,0,1
華語個人班,1500,0,0,700/HR,2019/09/16,已額滿，停止招生各分館地圖資訊, ,建國,鄭斐勻老師/丁同學, ,華語學苑,0,1
華語個人班,1200,0,0,750/HR,2019/09/18,已額滿，停止招生各分館地圖資訊, ,建國,趙敏如老師/施同學，孫同學, ,華語學苑,0,1
華語個人班,1560,0,0,700/HR,2019/09/23,已額滿，停止招生各分館地圖資訊, ,建國,鄭雅雯老師/戴同學, ,華語學苑,0,1
華語師資系列免費講座 ,60,0,0,0,2019/09/26,尚有名額, ,建國,華語師資系列課程負責人, ,華語學苑,0,1
技能加強系列：中級華語寫作課,3300,8500 ,8500 ,8500,2019/10/02,臨櫃報名, ,建國,資深華語教師, ,華語學苑,0,1
技能加強系列：中高級華語聽力課,3300,8500 ,8500 ,8500,2019/10/02,臨櫃報名, ,建國,資深華語教師, ,華語學苑,0,1
華語長期課程,,27000 ,27000 ,27000,2019/10/02,各分館地圖資訊, ,建國,資深華語教師, ,華語學苑,0,1
中國文化系列：華語旅遊班,3300,8500 ,8500 ,8500,2019/10/02,臨櫃報名, ,建國,資深華語教師, ,華語學苑,0,1
TCSL全方位華語文為第二外語教學培訓班,6120,21000 ,21000 ,21000,2019/10/02,尚有名額, ,建國,本中心特約資深華語文教學教師, ,華語學苑,0,1
HSK 漢語水平考試：聽力加強班,3300,8500 ,8500 ,8500,2019/10/02,臨櫃報名, ,建國,資深華語教師, ,華語學苑,0,1
國際學生免費測驗講座,360,0,0,0,2019/10/21,臨櫃報名, ,建國,敎授TOCFL有經驗之華語教師, ,華語學苑,0,1
British Council / Trinity: TYLEC國際證照,7200,70000 ,70000 ,70000,2019/09/30,尚有名額, ,忠孝,British Council師資群, ,華語學苑,0,1
British Council / Trinity: Cert TESOL國際證照,12000,77000 ,77000 ,77000,2019/10/07,尚有名額, ,忠孝,1, ,華語學苑,0,1
TCSL全方位華語文為第二外語教學培訓班,6120,21000 ,21000 ,19950,2019/10/19,尚有名額, ,延平,本中心特約資深華語文教學教師, ,華語學苑,0,1
華語文教學碩士學位學程碩士學分班,6480,25000 ,25000 ,23000,2019/10/26,尚有名額, ,延平,徐紀芳、林文慶, ,華語學苑,0,1
華語個人班/合班課,1200,700 ,700 ,700,2019/09/01,尚有名額, ,台中,有經驗之華語教師, ,華語學苑,0,1
華語個人班/合班課,1200,14000 ,14000 ,14000,2019/10/01,尚有名額, ,台中,有經驗之華語教師, ,華語學苑,0,1
華語教師在職培訓：《一堂超越教學框架的肢體表演課》,360,1880 ,1880 ,1786,2019/10/19,尚有名額, ,台中,陳慧澐, ,華語學苑,0,1
華語個人班/合班課,1200,14000 ,14000 ,14000,2019/11/01,尚有名額, ,台中,有經驗之華語教師, ,華語學苑,0,1
GAS口語魅力培訓  進階,1080,9900 ,9900 ,9405,2019/09/19,課程停招各分館地圖資訊, ,建國,王介安, ,行銷學院,0,1
